Feature_A,Feature_B,Feature_C,Feature_D
0.4967141530112327,0.3024817404629012,-0.3858765218041268,8
-0.13826430117118466,-0.20885156240584019,-0.3459490570712119,3
0.6476885381006925,0.5485995606275065,-0.5385407329765253,9
1.5230298564080254,1.4164945162101068,-1.2099970687780346,4
-0.23415337472333597,-0.20377277079911446,0.29024049791677664,8
-0.23413695694918055,-0.11237283061841598,0.4282365800745095,7
1.5792128155073915,1.4686542727294087,-1.0930993994858111,2
0.7674347291529088,0.6961263140314751,-0.7380205278294374,0
-0.4694743859349521,-0.19495081758473654,0.22829707429643242,2
0.5425600435859647,0.5289267077323611,-0.31814715455880094,3
-0.46341769281246226,-0.46027014369205327,0.2612781869824655,1
-0.46572975357025687,-0.23316007756453816,0.12697299903148065,0
0.24196227156603412,0.3378071992507705,0.281258531427292,6
-1.913280244657798,-1.5403434411676367,1.4684793428027996,7
-1.7249178325130328,-1.5635192428246805,1.2546294294727176,6
-0.5622875292409727,-0.40842786366876516,0.011404012144382414,4
-1.0128311203344238,-1.0568329542082175,0.9805453147433048,0
0.3142473325952739,0.36122324042716336,-0.4489850352355274,6
-0.9080240755212109,-0.8329940637945001,0.7321433723305341,6
-1.4123037013352915,-1.4065791267535557,1.3235675923291175,8
1.465648768921554,1.4223439324311962,-1.3669727246820575,2
-0.22577630048653566,-0.3842118029374837,0.19651753075273626,8
0.06752820468792384,-0.13049526748729046,0.25073491828842265,0
-1.4247481862134568,-1.2460257217115809,0.6484491375980694,0
-0.5443827245251827,-0.4328097010399856,0.2734050102243024,3
0.11092258970986608,0.19688271274020056,-0.2696464485253071,8
-1.1509935774223028,-0.9616979180271259,0.8834138374257605,5
0.37569801834567196,0.4857940790540677,-0.3101165901512452,2
-0.600638689918805,-0.47055052559068267,0.2682584253457259,0
-0.2916937497932768,-0.2757543192081954,0.1024803306120183,3
-0.6017066122293969,-0.5488970625856479,0.3267202956929529,8
1.8522781845089378,1.638828247159323,-1.551980396641724,2
-0.013497224737933921,0.01740025017817781,0.05444232629656639,8
-1.0577109289559004,-1.0616744229169761,1.0282815676389365,6
0.822544912103189,0.7743826407487655,-0.44696973037326837,3
-1.2208436499710222,-1.1074006356570814,1.1074017722438827,2
0.2088635950047554,0.21554075129302064,-0.3418856999008237,9
-1.9596701238797756,-1.735830807994732,1.5670769150383497,4
-1.3281860488984305,-1.4405939041401608,1.5374147198172223,4
0.19686123586912352,0.08704573041574437,0.04541754984216073,2
0.7384665799954104,0.6537570555869838,-0.6788741757710334,8
0.1713682811899705,0.14868295724120606,0.1793130116407796,3
-0.11564828238824053,-0.07814452324944707,0.01490478795110961,4
-0.3011036955892888,-0.24075849699719565,0.10720256281077742,3
-1.4785219903674274,-1.1790464590372949,1.4619639794796546,4
-0.7198442083947086,-0.6166139394454431,0.3139455087133872,6
-0.4606387709597875,-0.4458772646854528,-0.014244499285841261,8
1.0571222262189157,0.791497656343276,-0.6574408653630376,6
0.3436182895684614,0.17239744905742954,-0.2693564453315266,4
-1.763040155362734,-1.5331869588289402,1.4359052199976183,9
0.324083969394795,0.3977202538663623,-0.33155174340123145,9
-0.38508228041631654,-0.19243695268286665,0.26036715085624157,6
-0.6769220003059587,-0.6920191081669342,0.44991561967849175,9
0.6116762888408679,0.5201222164136884,-0.6145396171235744,4
1.030999522495951,0.9521329388546671,-0.9011816624705131,2
0.9312801191161986,1.0428919993176027,-0.8277143430564988,6
-0.8392175232226385,-0.7438096240789851,0.5056572643743638,1
-0.3092123758512146,-0.12316485279279604,0.13833606081460287,8
0.33126343140356396,0.3151343785539384,-0.7655626494552943,9
0.9755451271223592,0.9933151330529688,-0.6435076613868537,9
-0.47917423784528995,-0.32859882940555313,0.46139004407286044,0
-0.18565897666381712,-0.1504842657466203,0.13154541483188723,5
-1.1063349740060282,-1.0977398013316408,0.9325328561567713,6
-1.1962066240806708,-1.1034954054654986,1.0116807798922622,7
0.812525822394198,0.8801777575432261,-0.7948210172362182,9
1.356240028570823,1.308398542561752,-1.1915080833007392,8
-0.07201012158033385,-0.10817414209948518,0.16327141919034238,1
1.0035328978920242,0.8689487442403818,-0.7613256212817922,9
0.36163602504763415,0.15238511216631398,0.11935527789835376,1
-0.6451197546051243,-0.43617389994643074,0.8400182347715617,4
0.36139560550841393,0.41386240098218785,-0.10251405632906119,4
1.5380365664659692,1.370525127715187,-1.3827762363183393,5
-0.03582603910995154,-0.012229993281614122,-0.08425056936595378,2
1.5646436558140062,1.1910927074195645,-1.452124269376952,7
-2.6197451040897444,-2.4064420432850446,2.1517475532291375,0
0.8219025043752238,0.873156818024115,-1.2057129723921194,5
0.08704706823817122,0.17649709908736222,-0.16136150997913679,3
-0.29900735046586746,-0.2360365597128875,0.17786260050833053,0
0.0917607765355023,0.0811128730184584,-0.3782667278624003,6
-1.9875689146008928,-1.7091714801711708,1.7496023945964412,8
-0.21967188783751193,-0.22584320970886937,-0.05209083544796697,3
0.3571125715117464,0.154931994741071,-0.23214152406874491,3
1.477894044741516,1.3294847262999772,-0.6255597510954027,5
-0.5182702182736474,-0.426131263737725,0.09241505262787364,2
-0.8084936028931876,-0.6153764741240667,0.6170846013131402,5
-0.5017570435845365,-0.5957009152756828,0.31991360734057617,6
0.9154021177020741,0.8115707752767212,-0.8527154299409363,9
0.32875110965968446,0.28834563321820367,-0.11095066880067553,9
-0.5297602037670388,-0.5869093738750462,0.6450739839793196,2
0.5132674331133561,0.5107080172943499,-0.2562863166304176,6
0.09707754934804039,0.1621065975744165,-0.2223298559686791,2
0.9686449905328892,0.842711260676496,-0.2881463767458281,1
-0.7020530938773524,-0.42633852362746993,0.20759383743350346,9
-0.3276621465977682,-0.32683193269135724,0.05560390347135563,3
-0.39210815313215763,-0.3975656848880086,0.34763237938380087,7
-1.4635149481321186,-1.364730588115767,1.1886907423348247,8
0.29612027706457605,0.18495834202926958,-0.13928740577591098,6
0.26105527217988933,0.17904719563851473,0.10718260127112889,0
0.00511345664246089,-0.1388067759450376,-0.02806094918708849,2
-0.23458713337514692,-0.23028170242896154,0.21041559874271365,8
